"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES"
"US1CASF0014","2018-03-26","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   30",",,N",,,,
"US1CASF0014","2018-04-06","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","  246",",,N",,,,
"US1CASF0014","2018-04-07","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","  648",",,N",,,,
"US1CASF0014","2018-04-12","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   38",",,N",,,,
"US1CASF0014","2018-04-16","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   94",",,N",,,,
"US1CASF0014","2018-05-23","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","    8",",,N",,,,
"US1CASF0014","2018-10-02","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","  114",",,N",,,,
"US1CASF0014","2018-11-21","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   71",",,N",,,,
"US1CASF0014","2018-11-22","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","  201",",,N",,,,
"US1CASF0014","2018-11-23","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","  221",",,N",,,,
"US1CASF0014","2018-11-24","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   94",",,N",,,,
"US1CASF0014","2018-11-28","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   53",",,N",,,,
"US1CASF0014","2018-11-29","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","  201",",,N",,,,
"US1CASF0014","2018-12-01","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   43",",,N",,,,
"US1CASF0014","2018-12-05","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   74",",,N",,,,
"US1CASF0014","2018-12-17","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","  216",",,N",,,,
"US1CASF0014","2019-01-06","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","  107",",,N",,,,
"US1CASF0014","2019-01-07","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","  335",",,N",,,,
"US1CASF0014","2019-01-16","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US",,,"    2",",,N","  147",",,N"
"US1CASF0014","2019-01-17","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","  437",",,N",,,,
"US1CASF0014","2019-01-31","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","  132",",,N",,,,
"US1CASF0014","2019-02-02","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","  196",",,N",,,,
"US1CASF0014","2019-02-03","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","  188",",,N",,,,
"US1CASF0014","2019-02-04","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","  107",",,N",,,,
"US1CASF0014","2019-02-09","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   99",",,N",,,,
"US1CASF0014","2019-02-10","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","  102",",,N",,,,
"US1CASF0014","2019-02-13","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","  483",",,N",,,,
"US1CASF0014","2019-02-14","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","  523",",,N",,,,
"US1CASF0014","2019-02-15","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","  142",",,N",,,,
"US1CASF0014","2019-02-16","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   64",",,N",,,,
"US1CASF0014","2019-02-17","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   74",",,N",,,,
"US1CASF0014","2019-03-02","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","  170",",,N",,,,
"US1CASF0014","2019-03-06","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","  264",",,N",,,,
"US1CASF0014","2019-03-07","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   15",",,N",,,,
"US1CASF0014","2019-03-20","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","  188",",,N",,,,
"US1CASF0014","2019-05-18","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US",,,"    3",",,N","  188",",,N"
"US1CASF0014","2019-05-19","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","  229",",,N",,,,
"US1CASF0014","2019-05-20","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   48",",,N",,,,
"US1CASF0014","2019-05-21","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   36",",,N",,,,
"US1CASF0014","2019-05-22","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   13",",,N",,,,
"US1CASF0014","2019-11-27","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","  310",",,N",,,,
"US1CASF0014","2019-11-28","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   58",",,N",,,,
"US1CASF0014","2019-12-01","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   46",",,N",,,,
"US1CASF0014","2019-12-02","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   66",",,N",,,,
"US1CASF0014","2019-12-03","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   10",",,N",,,,
"US1CASF0014","2019-12-05","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US",,,"    2",",,N","   64",",,N"
"US1CASF0014","2019-12-07","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","  142",",,N",,,,
"US1CASF0014","2019-12-08","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","  234",",,N",,,,
"US1CASF0014","2019-12-11","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   74",",,N",,,,
"US1CASF0014","2019-12-13","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   30",",,N",,,,
"US1CASF0014","2019-12-14","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   15",",,N",,,,
"US1CASF0014","2020-01-09","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   99",",,N",,,,
"US1CASF0014","2020-01-11","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   81",",,N",,,,
"US1CASF0014","2020-01-22","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   23",",,N",,,,
"US1CASF0014","2020-01-26","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   74",",,N",,,,
"US1CASF0014","2020-03-07","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   28",",,N",,,,
"US1CASF0014","2020-03-08","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   56",",,N",,,,
"US1CASF0014","2020-03-14","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   58",",,N",,,,
"US1CASF0014","2020-03-15","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   74",",,N",,,,
"US1CASF0014","2020-03-17","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   18",",,N",,,,
"US1CASF0014","2020-03-18","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   13",",,N",,,,
"US1CASF0014","2020-03-23","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","    8",",,N",,,,
"US1CASF0014","2020-03-25","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   15",",,N",,,,
"US1CASF0014","2020-03-28","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   23",",,N",,,,
"US1CASF0014","2020-03-29","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   13",",,N",,,,
"US1CASF0014","2020-04-05","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   97",",,N",,,,
"US1CASF0014","2020-04-07","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   89",",,N",,,,
"US1CASF0014","2020-05-12","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   33",",,N",,,,
"US1CASF0014","2020-11-12","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   48",",,N",,,,
"US1CASF0014","2020-11-18","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","  254",",,N",,,,
"US1CASF0014","2020-12-12","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","  191",",,N",,,,
"US1CASF0014","2020-12-13","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","  137",",,N",,,,
"US1CASF0014","2020-12-14","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   33",",,N",,,,
"US1CASF0014","2020-12-17","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","  132",",,N",,,,
"US1CASF0014","2020-12-26","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   56",",,N",,,,
"US1CASF0014","2020-12-31","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   69",",,N",,,,
"US1CASF0014","2021-01-02","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US",,,"    2",",,N","   81",",,N"
"US1CASF0014","2021-01-04","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   15",",,N",,,,
"US1CASF0014","2021-01-08","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   33",",,N",,,,
"US1CASF0014","2021-01-23","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   38",",,N",,,,
"US1CASF0014","2021-01-25","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   28",",,N",,,,
"US1CASF0014","2021-01-27","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","  236",",,N",,,,
"US1CASF0014","2021-01-28","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","  142",",,N",,,,
"US1CASF0014","2021-01-29","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","  236",",,N",,,,
"US1CASF0014","2021-02-02","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","  107",",,N",,,,
"US1CASF0014","2021-02-12","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","  137",",,N",,,,
"US1CASF0014","2021-02-13","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   23",",,N",,,,
"US1CASF0014","2021-03-10","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","  140",",,N",,,,
"US1CASF0014","2021-03-11","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   53",",,N",,,,
"US1CASF0014","2021-03-15","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   38",",,N",,,,
"US1CASF0014","2021-03-18","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   10",",,N",,,,
"US1CASF0014","2021-10-20","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   15",",,N",,,,
"US1CASF0014","2021-10-21","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","  348",",,N",,,,
"US1CASF0014","2021-10-22","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","  193",",,N",,,,
"US1CASF0014","2021-10-24","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","  460",",,N",,,,
"US1CASF0014","2021-10-25","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US"," 1092",",,N",,,,
"US1CASF0014","2021-11-02","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   84",",,N",,,,
"US1CASF0014","2021-11-04","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   46",",,N",,,,
"US1CASF0014","2021-11-09","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","  213",",,N",,,,
"US1CASF0014","2021-11-10","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","    8",",,N",,,,
"US1CASF0014","2021-11-19","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   13",",,N",,,,
"US1CASF0014","2021-12-07","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   18",",,N",,,,
"US1CASF0014","2021-12-13","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US",,,"    2",",,N","  577",",,N"
"US1CASF0014","2021-12-14","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","  429",",,N",,,,
"US1CASF0014","2022-01-04","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","  117",",,N",,,,
"US1CASF0014","2022-01-07","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   15",",,N",,,,
"US1CASF0014","2022-11-02","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   99",",,N",,,,
"US1CASF0014","2022-11-03","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   13",",,N",,,,
"US1CASF0014","2022-11-06","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   18",",,N",,,,
"US1CASF0014","2022-11-07","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   28",",,N",,,,
"US1CASF0014","2022-11-08","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","  180",",,N",,,,
"US1CASF0014","2022-11-09","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   48",",,N",,,,
"US1CASF0014","2022-12-01","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   56",",,N",,,,
"US1CASF0014","2022-12-02","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","  157",",,N",,,,
"US1CASF0014","2022-12-04","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US",,,"    2",",,N","  107",",,N"
"US1CASF0014","2022-12-05","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   41",",,N",,,,
"US1CASF0014","2022-12-27","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US",,,"   20",",,N","  892",",,N"
"US1CASF0014","2022-12-29","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","  109",",,N",,,,
"US1CASF0014","2022-12-30","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","  191",",,N",,,,
"US1CASF0014","2022-12-31","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","  640",",,N",,,,
"US1CASF0014","2023-01-01","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","  544",",,N",,,,
"US1CASF0014","2023-01-03","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","  114",",,N",,,,
"US1CASF0014","2023-01-04","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   94",",,N",,,,
"US1CASF0014","2023-01-05","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","  246",",,N",,,,
"US1CASF0014","2023-01-06","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   94",",,N",,,,
"US1CASF0014","2023-01-08","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","  211",",,N",,,,
"US1CASF0014","2023-01-09","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","  351",",,N",,,,
"US1CASF0014","2023-01-10","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","  114",",,N",,,,
"US1CASF0014","2023-01-11","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","  239",",,N",,,,
"US1CASF0014","2023-01-12","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","  234",",,N",,,,
"US1CASF0014","2023-01-13","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   56",",,N",,,,
"US1CASF0014","2023-01-14","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","  196",",,N",,,,
"US1CASF0014","2023-01-19","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US",,,"    4",",,N","  566",",,N"
"US1CASF0014","2023-02-23","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   18",",,N",,,,
"US1CASF0014","2023-02-24","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","  312",",,N",,,,
"US1CASF0014","2023-02-26","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   28",",,N",,,,
"US1CASF0014","2023-02-27","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   94",",,N",,,,
"US1CASF0014","2023-03-08","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","   94",",,N",,,,
"US1CASF0014","2023-03-12","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US",,,"    3",",,N","  312",",,N"
"US1CASF0014","2023-03-14","37.759816","-122.506523","11.6","SAN FRANCISCO 4.9 WSW, CA US","  236",",,N",,,,
