"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","WESD","WESD_ATTRIBUTES"
"US1CASF0020","2021-02-19","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","   56",",,N",,,,,,,,
"US1CASF0020","2021-02-20","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","   23",",,N",,,,,,,,
"US1CASF0020","2021-02-21","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-02-22","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-02-23","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-02-24","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-02-25","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-02-26","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-02-28","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-03-01","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-03-02","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-03-03","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-03-04","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-03-06","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","   51",",,N",,,,,,,,
"US1CASF0020","2021-03-07","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-03-08","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-03-09","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0","T,,N",,,,,,,,
"US1CASF0020","2021-03-10","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","  137",",,N",,,,,,,,
"US1CASF0020","2021-03-11","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","   58",",,N",,,,,,,,
"US1CASF0020","2021-03-14","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-03-15","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","   36",",,N",,,,,,,,
"US1CASF0020","2021-03-16","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0","T,,N",,,,,,,,
"US1CASF0020","2021-03-17","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-03-18","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    5",",,N",,,,,,,,
"US1CASF0020","2021-03-19","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","  130",",,N",,,,,,,,
"US1CASF0020","2021-03-20","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0","T,,N",,,,,,,,
"US1CASF0020","2021-03-21","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-03-25","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-03-27","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-03-28","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-03-29","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-03-30","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-03-31","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-04-01","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-04-03","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-04-04","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-04-05","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-04-06","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-04-07","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-04-08","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-04-09","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-04-10","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-04-11","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-04-12","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-04-13","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-04-14","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-04-16","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-04-17","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-04-18","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-04-20","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-04-21","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-04-22","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-04-24","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0","T,,N",,,,,,,,
"US1CASF0020","2021-04-25","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","   25",",,N",,,,,,,,
"US1CASF0020","2021-04-26","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","   58",",,N",,,,,,,,
"US1CASF0020","2021-04-27","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-04-28","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-04-29","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-05-01","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0","T,,N",,,,,,,,
"US1CASF0020","2021-05-02","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-05-03","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-05-04","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-05-05","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-05-07","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-05-08","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-05-09","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-05-10","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-05-11","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-05-12","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0","T,,N",,,,,,,,
"US1CASF0020","2021-05-14","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0","T,,N",,,,,,,,
"US1CASF0020","2021-05-15","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-05-16","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-05-17","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    5",",,N",,,,,,,,
"US1CASF0020","2021-05-18","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-05-19","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-05-20","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-05-22","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-05-23","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-06-02","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    5",",,N",,,,,,,,
"US1CASF0020","2021-06-03","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    3",",,N",,,,,,,,
"US1CASF0020","2021-06-04","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-06-06","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-06-07","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-06-08","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-06-11","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-06-13","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    3",",,N",,,,,,,,
"US1CASF0020","2021-06-14","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    8",",,N",,,,,,,,
"US1CASF0020","2021-06-15","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-06-16","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-06-17","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-06-18","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-06-19","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-06-20","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-06-21","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N",,,,,,,,
"US1CASF0020","2021-06-22","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-06-23","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-06-24","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-06-25","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0","T,,N",,,,,,,,
"US1CASF0020","2021-06-26","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0","T,,N",,,,,,,,
"US1CASF0020","2021-06-27","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0","T,,N",,,,,,,,
"US1CASF0020","2021-06-28","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0","T,,N",,,,,,,,
"US1CASF0020","2021-06-29","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0","T,,N",,,,,,,,
"US1CASF0020","2021-06-30","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    3",",,N",,,,,,,,
"US1CASF0020","2021-07-01","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    8",",,N",,,,,,,,
"US1CASF0020","2021-07-02","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    5",",,N",,,,,,,,
"US1CASF0020","2021-07-03","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    3",",,N",,,,,,,,
"US1CASF0020","2021-07-04","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    3",",,N",,,,,,,,
"US1CASF0020","2021-07-05","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    3",",,N",,,,,,,,
"US1CASF0020","2021-07-06","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    3",",,N",,,,,,,,
"US1CASF0020","2021-07-07","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    3",",,N",,,,,,,,
"US1CASF0020","2021-07-08","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-07-09","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-07-10","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-07-11","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-07-12","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0","T,,N",,,,,,,,
"US1CASF0020","2021-07-13","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    3",",,N",,,,,,,,
"US1CASF0020","2021-07-14","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-07-15","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    3",",,N",,,,,,,,
"US1CASF0020","2021-07-16","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-07-17","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-07-18","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-07-19","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-07-20","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-07-21","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-07-22","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-07-23","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-07-25","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-07-26","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0","T,,N",,,,,,,,
"US1CASF0020","2021-07-27","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-07-28","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0","T,,N",,,,,,,,
"US1CASF0020","2021-08-07","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    8",",,N",,,,,,,,
"US1CASF0020","2021-08-08","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0","T,,N",,,,,,,,
"US1CASF0020","2021-08-09","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-08-10","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-08-11","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-08-12","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-08-13","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-08-14","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-08-15","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-08-19","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-08-20","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-08-21","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-08-22","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-08-23","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-08-24","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-08-25","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-08-26","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-08-27","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-08-28","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-08-29","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0","T,,N",,,,,,,,
"US1CASF0020","2021-08-30","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-08-31","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-09-02","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-09-03","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-09-04","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-09-05","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-09-06","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-09-08","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-09-09","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-09-10","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    3",",,N",,,,,,,,
"US1CASF0020","2021-09-11","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-09-14","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
"US1CASF0020","2021-10-11","37.77812","-122.476323","50.6","SAN FRANCISCO 3.1 W, CA US","    0",",,N","    0",",,N",,,,,,
