"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"US1CASF0021","2021-10-01","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2021-10-02","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2021-10-04","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2021-10-05","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2021-10-06","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2021-10-07","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2021-10-09","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2021-10-10","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2021-10-11","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2021-10-16","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2021-10-17","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2021-10-18","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","   20",",,N",,
"US1CASF0021","2021-10-22","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","  244",",,N",,
"US1CASF0021","2021-10-23","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    5",",,N",,
"US1CASF0021","2021-10-24","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","  470",",,N",,
"US1CASF0021","2021-10-25","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US"," 1245",",,N",,
"US1CASF0021","2021-10-26","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0","T,,N",,
"US1CASF0021","2021-11-09","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","  165",",,N",,
"US1CASF0021","2021-11-10","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    8",",,N",,
"US1CASF0021","2021-11-12","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2021-11-13","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2021-11-14","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2021-11-17","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2021-11-18","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2021-11-19","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2021-11-20","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0","T,,N",,
"US1CASF0021","2021-11-21","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2021-12-04","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2021-12-05","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2021-12-10","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2021-12-11","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2021-12-12","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","   33",",,N",,
"US1CASF0021","2021-12-13","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","  508",",,N",,
"US1CASF0021","2021-12-14","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","  384",",,N",,
"US1CASF0021","2021-12-15","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","   18",",,N",,
"US1CASF0021","2021-12-16","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","  224",",,N",,
"US1CASF0021","2021-12-17","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    3",",,N",,
"US1CASF0021","2021-12-18","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0","T,,N",,
"US1CASF0021","2021-12-22","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","  178",",,N",,
"US1CASF0021","2021-12-23","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","  236",",,N",,
"US1CASF0021","2021-12-24","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","  147",",,N",,
"US1CASF0021","2021-12-26","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","  102",",,N",,
"US1CASF0021","2021-12-27","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","  170",",,N",,
"US1CASF0021","2021-12-28","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","   20",",,N",,
"US1CASF0021","2021-12-29","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","   64",",,N",,
"US1CASF0021","2022-01-01","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0","T,,N",,
"US1CASF0021","2022-01-02","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0","T,,N",,
"US1CASF0021","2022-01-04","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","  130",",,N",,
"US1CASF0021","2022-01-08","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","   13",",,N",,
"US1CASF0021","2022-01-15","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-01-16","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-01-21","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0","T,,N",,
"US1CASF0021","2022-01-22","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-01-29","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-01-31","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-02-09","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-02-12","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-02-13","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-02-16","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-02-18","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-02-22","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    8",",,N",,
"US1CASF0021","2022-02-23","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-02-27","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-03-04","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","   33",",,N",,
"US1CASF0021","2022-03-05","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","   13",",,N",,
"US1CASF0021","2022-03-07","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-03-08","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-03-12","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-03-13","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    8",",,N",,
"US1CASF0021","2022-03-14","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-03-15","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","   46",",,N",,
"US1CASF0021","2022-03-18","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-03-19","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0","T,,N",,
"US1CASF0021","2022-03-20","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    8",",,N",,
"US1CASF0021","2022-03-23","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-03-24","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-03-25","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0","T,,N",,
"US1CASF0021","2022-03-27","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0","T,,N",,
"US1CASF0021","2022-03-28","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","   30",",,N",,
"US1CASF0021","2022-03-29","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-03-31","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-04-01","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-04-03","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-04-04","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-04-05","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-04-06","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-04-07","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-04-09","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-04-10","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-04-11","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","   41",",,N",,
"US1CASF0021","2022-04-14","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    3",",,N",,
"US1CASF0021","2022-04-15","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","   56",",,N",,
"US1CASF0021","2022-04-16","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","   79",",,N",,
"US1CASF0021","2022-04-17","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","   38",",,N",,
"US1CASF0021","2022-04-18","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-04-19","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","   20",",,N",,
"US1CASF0021","2022-04-20","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-04-21","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","  104",",,N",,
"US1CASF0021","2022-04-22","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","  104",",,N",,
"US1CASF0021","2022-04-23","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-04-25","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-04-26","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-04-27","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-05-06","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    5",",,N",,
"US1CASF0021","2022-05-07","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    3",",,N",,
"US1CASF0021","2022-05-09","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-05-10","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-05-11","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-05-12","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-05-13","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-05-20","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-05-26","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-05-27","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-05-28","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    3",",,N",,
"US1CASF0021","2022-05-29","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-05-30","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-06-05","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","   48",",,N",,
"US1CASF0021","2022-06-07","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-06-09","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-06-10","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-06-12","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-06-13","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-06-14","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-06-16","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-06-28","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-06-29","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-06-30","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-07-01","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    5",",,N",,
"US1CASF0021","2022-07-02","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","   13",",,N",,
"US1CASF0021","2022-07-03","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    3",",,N",,
"US1CASF0021","2022-07-05","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-07-06","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-07-07","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0","T,,N",,
"US1CASF0021","2022-07-08","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-07-09","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0","T,,N",,
"US1CASF0021","2022-07-10","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-07-11","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-07-12","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0","T,,N","    0",",,N"
"US1CASF0021","2022-07-13","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-07-14","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-07-16","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-07-23","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0","T,,N",,
"US1CASF0021","2022-07-24","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-07-25","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-07-26","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-07-27","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    3",",,N",,
"US1CASF0021","2022-07-28","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    3",",,N",,
"US1CASF0021","2022-07-29","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    8",",,N",,
"US1CASF0021","2022-07-30","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    5",",,N",,
"US1CASF0021","2022-08-01","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-08-02","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-08-03","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    5",",,N",,
"US1CASF0021","2022-08-12","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-08-13","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-08-14","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-08-19","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    3",",,N",,
"US1CASF0021","2022-08-20","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-08-21","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-08-24","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-08-25","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-08-26","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0","T,,N",,
"US1CASF0021","2022-08-27","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-09-09","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-09-10","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-09-17","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-09-18","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0","T,,N",,
"US1CASF0021","2022-09-19","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","   86",",,N",,
"US1CASF0021","2022-09-20","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-09-21","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    8",",,N",,
"US1CASF0021","2022-09-23","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-09-24","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-09-25","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-09-26","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-09-27","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-09-28","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-09-29","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-09-30","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
"US1CASF0021","2022-10-04","37.7272106","-122.4095981","43.0","SAN FRANCISCO 3.4 S, CA US","    0",",,N","    0",",,N"
